locus_tag	ftype	gene	EC_number	product
PALMKOPA_01170	CDS	ribH	2.5.1.78	"6,7-dimethyl-8-ribityllumazine synthase"
PALMKOPA_01171	CDS	ywnA_2	Putative HTH-type transcriptional regulator YwnA	
PALMKOPA_01172	CDS	hypothetical protein		
PALMKOPA_01173	CDS	serA	1.1.1.95	D-3-phosphoglycerate dehydrogenase
PALMKOPA_01174	CDS	serC	2.6.1.52	Phosphoserine aminotransferase
PALMKOPA_01175	CDS	yhdN_1	1.1.1.-	General stress protein 69
PALMKOPA_01176	CDS	pspA_2	3.1.3.3	Phosphoserine phosphatase 1
PALMKOPA_01177	CDS	hypothetical protein		
PALMKOPA_01178	CDS	lepA	3.6.5.-	Elongation factor 4
PALMKOPA_01179	CDS	hisC	2.6.1.9	Histidinol-phosphate aminotransferase
PALMKOPA_01180	CDS	hisE	3.6.1.31	Phosphoribosyl-ATP pyrophosphatase
PALMKOPA_01181	CDS	hisI	3.5.4.19	Phosphoribosyl-AMP cyclohydrolase
PALMKOPA_01182	CDS	hisF_1	4.1.3.-	Imidazole glycerol phosphate synthase subunit HisF
PALMKOPA_01183	CDS	hisF_2	4.1.3.-	Imidazole glycerol phosphate synthase subunit HisF
PALMKOPA_01184	CDS	hisF_3	4.1.3.-	Imidazole glycerol phosphate synthase subunit HisF
PALMKOPA_01185	CDS	hisH	2.4.2.-	Imidazole glycerol phosphate synthase subunit HisH
PALMKOPA_01186	CDS	dnaJ	Chaperone protein DnaJ	
PALMKOPA_01187	CDS	dnaK	Chaperone protein DnaK	
PALMKOPA_01188	CDS	grpE	Protein GrpE	
PALMKOPA_01189	CDS	hrcA	Heat-inducible transcription repressor HrcA	
PALMKOPA_01190	CDS	hypothetical protein		
PALMKOPA_01191	CDS	hypothetical protein		
PALMKOPA_01192	CDS	ydjP_1	3.-.-.-	AB hydrolase superfamily protein YdjP
PALMKOPA_01193	CDS	citG_1	2.4.2.52	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
PALMKOPA_01194	CDS	citF	4.1.3.6	Citrate lyase alpha chain
PALMKOPA_01195	CDS	citE	4.1.3.6	Citrate lyase subunit beta
PALMKOPA_01196	CDS	citD	Citrate lyase acyl carrier protein	
PALMKOPA_01197	CDS	citC	6.2.1.22	[Citrate [pro-3S]-lyase] ligase
PALMKOPA_01198	CDS	1.1.1.38	NAD-dependent malic enzyme	
PALMKOPA_01199	CDS	sorC_1	Sorbitol operon regulator	
PALMKOPA_01200	CDS	yflS	Putative malate transporter YflS	
PALMKOPA_01201	CDS	ldh_2	1.1.1.27	L-lactate dehydrogenase
PALMKOPA_01202	CDS	ifcA	1.3.5.4	Fumarate reductase flavoprotein subunit
PALMKOPA_01203	CDS	fumC	4.2.1.2	Fumarate hydratase class II
PALMKOPA_01204	CDS	nfr1_1	1.5.1.36	NADH-dependent flavin reductase subunit 1
PALMKOPA_01205	CDS	nfr1_2	1.5.1.36	NADH-dependent flavin reductase subunit 1
PALMKOPA_01206	CDS	mleS	4.1.1.101	Malolactic enzyme
PALMKOPA_01207	CDS	oxyR_1	Hydrogen peroxide-inducible genes activator	
PALMKOPA_01208	CDS	nlhH_2	3.1.1.1	Carboxylesterase NlhH
PALMKOPA_01209	CDS	Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase		
PALMKOPA_01210	CDS	treP	PTS system trehalose-specific EIIBC component	
PALMKOPA_01211	CDS	adhA_1	1.1.1.1	putative alcohol dehydrogenase AdhA
PALMKOPA_01212	CDS	serS	6.1.1.11	Serine--tRNA ligase
PALMKOPA_01213	CDS	sbcC	Nuclease SbcCD subunit C	
PALMKOPA_01214	CDS	sbcD	Nuclease SbcCD subunit D	
PALMKOPA_01215	CDS	hypothetical protein		
PALMKOPA_01216	CDS	dltA	6.1.1.13	D-alanine--poly(phosphoribitol) ligase subunit 1
PALMKOPA_01217	CDS	patA_3	2.3.1.-	Peptidoglycan O-acetyltransferase
PALMKOPA_01218	CDS	dltC	6.1.1.13	D-alanine--poly(phosphoribitol) ligase subunit 2
PALMKOPA_01219	CDS	hypothetical protein		
PALMKOPA_01220	CDS	yhdN_2	1.1.1.-	General stress protein 69
PALMKOPA_01221	CDS	brnQ_1	Branched-chain amino acid transport system 2 carrier protein	
PALMKOPA_01222	CDS	rlmCD_1	2.1.1.189	23S rRNA (uracil-C(5))-methyltransferase RlmCD
PALMKOPA_01223	CDS	dapE_1	3.5.1.18	putative succinyl-diaminopimelate desuccinylase
PALMKOPA_01224	CDS	metP	Methionine import system permease protein MetP	
PALMKOPA_01225	CDS	metN	3.6.3.-	Methionine import ATP-binding protein MetN
PALMKOPA_01226	CDS	metQ_2	D-methionine-binding lipoprotein MetQ	
PALMKOPA_01227	CDS	tagE	2.4.1.52	Poly(glycerol-phosphate) alpha-glucosyltransferase
PALMKOPA_01228	CDS	gtf1	2.4.1.-	Glycosyltransferase Gtf1
PALMKOPA_01229	CDS	hypothetical protein		
PALMKOPA_01230	CDS	hypothetical protein		
PALMKOPA_01231	CDS	yifK_2	putative transport protein YifK	
PALMKOPA_01232	CDS	hypothetical protein		
PALMKOPA_01233	CDS	pepDA_2	3.4.-.-	Dipeptidase A
PALMKOPA_01234	CDS	endA_2	3.1.30.-	DNA-entry nuclease
PALMKOPA_01235	CDS	mmgB	1.1.1.157	putative 3-hydroxybutyryl-CoA dehydrogenase
PALMKOPA_01236	CDS	hypothetical protein		
PALMKOPA_01237	CDS	hypothetical protein		
PALMKOPA_01238	CDS	hypothetical protein		
PALMKOPA_01239	CDS	hypothetical protein		
PALMKOPA_01240	CDS	pbpX_2	Putative penicillin-binding protein PbpX	
PALMKOPA_01241	CDS	hypothetical protein		
PALMKOPA_01242	CDS	hypothetical protein		
PALMKOPA_01243	CDS	hypothetical protein		
PALMKOPA_01244	CDS	thlA	2.3.1.9	Acetyl-CoA acetyltransferase
PALMKOPA_01245	CDS	hypothetical protein		
PALMKOPA_01246	CDS	cynR_1	HTH-type transcriptional regulator CynR	
PALMKOPA_01247	CDS	urdA	1.3.99.33	Urocanate reductase
PALMKOPA_01248	CDS	hypothetical protein		
PALMKOPA_01249	CDS	hypothetical protein		
PALMKOPA_01250	CDS	yicL_1	putative inner membrane transporter YicL	
PALMKOPA_01251	CDS	hypothetical protein		
PALMKOPA_01252	CDS	hypothetical protein		
PALMKOPA_01253	CDS	hypothetical protein		
PALMKOPA_01254	CDS	hypothetical protein		
PALMKOPA_01255	CDS	hypothetical protein		
PALMKOPA_01256	CDS	hypothetical protein		
PALMKOPA_01257	CDS	gshAB_3	Glutathione biosynthesis bifunctional protein GshAB	
PALMKOPA_01258	CDS	hypothetical protein		
PALMKOPA_01259	CDS	2.6.1.1	Aspartate aminotransferase	
PALMKOPA_01260	CDS	hypothetical protein		
PALMKOPA_01261	CDS	kdgR_2	HTH-type transcriptional regulator KdgR	
PALMKOPA_01262	CDS	gntT	High-affinity gluconate transporter	
PALMKOPA_01263	CDS	xylB_2	2.7.1.17	Xylulose kinase
PALMKOPA_01264	CDS	hypothetical protein		
PALMKOPA_01265	CDS	hypothetical protein		
PALMKOPA_01266	CDS	3.6.3.8	Calcium-transporting ATPase	
PALMKOPA_01267	CDS	hypothetical protein		
PALMKOPA_01268	CDS	copY_1	Transcriptional repressor CopY	
PALMKOPA_01269	CDS	hypothetical protein		
PALMKOPA_01270	CDS	bglK	2.7.1.85	Beta-glucoside kinase
PALMKOPA_01271	CDS	ascD	1.17.1.-	CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
PALMKOPA_01272	CDS	ubiB	2.7.-.-	putative protein kinase UbiB
PALMKOPA_01273	CDS	hypothetical protein		
PALMKOPA_01274	CDS	Virulence protein		
PALMKOPA_01275	CDS	crcB_1	Putative fluoride ion transporter CrcB	
PALMKOPA_01276	CDS	crcB_2	Putative fluoride ion transporter CrcB	
PALMKOPA_01277	CDS	hypothetical protein		
PALMKOPA_01278	CDS	smc_3	Chromosome partition protein Smc	
PALMKOPA_01279	CDS	yfkJ	3.1.3.48	Low molecular weight protein-tyrosine-phosphatase YfkJ
PALMKOPA_01280	CDS	hypothetical protein		
PALMKOPA_01281	CDS	htpX	3.4.24.-	Protease HtpX 
PALMKOPA_01282	CDS	murF_2	6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
PALMKOPA_01283	CDS	cshA	3.6.4.13	ATP-dependent RNA helicase CshA
PALMKOPA_01284	CDS	acpS	2.7.8.7	Holo-[acyl-carrier-protein] synthase
PALMKOPA_01285	CDS	alr	5.1.1.1	Alanine racemase
PALMKOPA_01286	CDS	ndoA	3.1.27.-	Endoribonuclease EndoA
PALMKOPA_01287	CDS	hypothetical protein		
PALMKOPA_01288	CDS	pth	3.1.1.29	Peptidyl-tRNA hydrolase
PALMKOPA_01289	CDS	mfd	3.6.4.-	Transcription-repair-coupling factor
PALMKOPA_01290	CDS	hslR	Heat shock protein 15	
PALMKOPA_01291	CDS	ftsB	Cell division protein FtsB	
PALMKOPA_01292	CDS	yugI	General stress protein 13	
PALMKOPA_01293	CDS	tilS	6.3.4.19	tRNA(Ile)-lysidine synthase
PALMKOPA_01294	CDS	hpt	2.4.2.8	Hypoxanthine-guanine phosphoribosyltransferase
PALMKOPA_01295	CDS	ftsH	3.4.24.-	ATP-dependent zinc metalloprotease FtsH
PALMKOPA_01296	CDS	hslO	33 kDa chaperonin	
PALMKOPA_01297	CDS	dus	1.3.1.-	putative tRNA-dihydrouridine synthase
PALMKOPA_01298	CDS	lysS	6.1.1.6	Lysine--tRNA ligase
PALMKOPA_01299	CDS	rpiA_2	5.3.1.6	Ribose-5-phosphate isomerase A
PALMKOPA_01300	CDS	lacA_1	2.3.1.18	Galactoside O-acetyltransferase
PALMKOPA_01301	CDS	pepC	3.4.22.40	Aminopeptidase C
PALMKOPA_01302	CDS	hypothetical protein		
PALMKOPA_01303	CDS	gpmA_4	5.4.2.11	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"
PALMKOPA_01304	CDS	hypothetical protein		
PALMKOPA_01305	CDS	lacM	3.2.1.23	Beta-galactosidase small subunit
PALMKOPA_01306	CDS	lacL	3.2.1.23	Beta-galactosidase large subunit
PALMKOPA_01307	tRNA	tRNA-Leu(aag)		
PALMKOPA_01308	CDS	Protein SprT-like protein		
PALMKOPA_01309	CDS	rpsA	30S ribosomal protein S1	
PALMKOPA_01310	CDS	nadE_1	6.3.1.5	NH(3)-dependent NAD(+) synthetase
PALMKOPA_01311	CDS	pncB2_2	6.3.4.21	Nicotinate phosphoribosyltransferase pncB2
PALMKOPA_01312	CDS	yvoA	HTH-type transcriptional repressor YvoA	
PALMKOPA_01313	CDS	5.1.1.13	Aspartate racemase	
PALMKOPA_01314	CDS	hypothetical protein		
PALMKOPA_01315	tRNA	tRNA-Gln(ttg)		
PALMKOPA_01316	tRNA	tRNA-Tyr(gta)		
PALMKOPA_01317	CDS	cpdA_2	3.1.4.53	"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA"
PALMKOPA_01318	CDS	dtpT_2	Di-/tripeptide transporter	
PALMKOPA_01319	CDS	smc_4	Chromosome partition protein Smc	
PALMKOPA_01320	CDS	scrB	3.2.1.26	Sucrose-6-phosphate hydrolase
PALMKOPA_01321	CDS	hypothetical protein		
PALMKOPA_01322	CDS	cynR_2	HTH-type transcriptional regulator CynR	
PALMKOPA_01323	CDS	hypothetical protein		
PALMKOPA_01324	CDS	hypothetical protein		
PALMKOPA_01325	CDS	hypothetical protein		
PALMKOPA_01326	CDS	yjeM_1	Inner membrane transporter YjeM	
PALMKOPA_01327	CDS	hypothetical protein		
PALMKOPA_01328	CDS	dacA_2	3.4.16.4	D-alanyl-D-alanine carboxypeptidase DacA
PALMKOPA_01329	CDS	hypothetical protein		
PALMKOPA_01330	CDS	pgl_2	3.1.1.31	6-phosphogluconolactonase
PALMKOPA_01331	CDS	hypothetical protein		
PALMKOPA_01332	CDS	hypothetical protein		
PALMKOPA_01333	CDS	radD	3.6.4.12	Putative DNA repair helicase RadD
PALMKOPA_01334	CDS	mutT2	3.6.1.55	Putative 8-oxo-dGTP diphosphatase 2
PALMKOPA_01335	CDS	hypothetical protein		
PALMKOPA_01336	CDS	ribZ_2	Riboflavin transporter RibZ	
PALMKOPA_01337	CDS	hypothetical protein		
PALMKOPA_01338	CDS	hypothetical protein		
PALMKOPA_01339	CDS	hypothetical protein		
PALMKOPA_01340	CDS	hypothetical protein		
PALMKOPA_01341	CDS	czcD	"Cadmium, cobalt and zinc/H(+)-K(+) antiporter"	
PALMKOPA_01342	CDS	hypothetical protein		
PALMKOPA_01343	CDS	hypothetical protein		
PALMKOPA_01344	CDS	Putative universal stress protein		
PALMKOPA_01345	CDS	2.3.1.-	Acetyltransferase	
PALMKOPA_01346	CDS	hypothetical protein		
PALMKOPA_01347	CDS	rnj1	3.1.-.-	Ribonuclease J 1
PALMKOPA_01348	CDS	hypothetical protein		
PALMKOPA_01349	CDS	hypothetical protein		
PALMKOPA_01350	CDS	emrY	putative multidrug resistance protein EmrY	
PALMKOPA_01351	CDS	hypothetical protein		
PALMKOPA_01352	CDS	araA	5.3.1.4	L-arabinose isomerase
PALMKOPA_01353	CDS	rluD_2	5.4.99.23	Ribosomal large subunit pseudouridine synthase D
PALMKOPA_01354	tRNA	tRNA-Asp(gtc)		
PALMKOPA_01355	CDS	mprF	2.3.2.3	Phosphatidylglycerol lysyltransferase
PALMKOPA_01356	CDS	yraA	3.2.-.-	Putative cysteine protease YraA
PALMKOPA_01357	CDS	mlhB	3.1.1.83	Monoterpene epsilon-lactone hydrolase
PALMKOPA_01358	CDS	hypothetical protein		
PALMKOPA_01359	CDS	yjjP	Inner membrane protein YjjP	
PALMKOPA_01360	CDS	oxyR_2	Hydrogen peroxide-inducible genes activator	
PALMKOPA_01361	CDS	fixK	Nitrogen fixation regulation protein FixK	
PALMKOPA_01362	CDS	scdA	Iron-sulfur cluster repair protein ScdA	
PALMKOPA_01363	CDS	copZ_2	Copper chaperone CopZ	
PALMKOPA_01364	CDS	cadA_3	3.6.3.3	putative cadmium-transporting ATPase
PALMKOPA_01365	CDS	hypothetical protein		
PALMKOPA_01366	CDS	hypothetical protein		
PALMKOPA_01367	CDS	hypothetical protein		
PALMKOPA_01368	CDS	rlmCD_2	2.1.1.189	23S rRNA (uracil-C(5))-methyltransferase RlmCD
PALMKOPA_01369	CDS	dagK	2.7.1.107	Diacylglycerol kinase
PALMKOPA_01370	CDS	gatB	6.3.5.-	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
PALMKOPA_01371	CDS	gatA	6.3.5.7	Glutamyl-tRNA(Gln) amidotransferase subunit A
PALMKOPA_01372	CDS	gatC_1	6.3.5.-	Glutamyl-tRNA(Gln) amidotransferase subunit C
PALMKOPA_01373	CDS	hypothetical protein		
PALMKOPA_01374	CDS	ligA	6.5.1.2	DNA ligase
PALMKOPA_01375	CDS	pcrA	3.6.4.12	ATP-dependent DNA helicase PcrA
PALMKOPA_01376	CDS	purK_2	6.3.4.18	N5-carboxyaminoimidazole ribonucleotide synthase
PALMKOPA_01377	CDS	xpt	2.4.2.22	Xanthine phosphoribosyltransferase
PALMKOPA_01378	CDS	lytG_1	3.2.1.-	Exo-glucosaminidase LytG
PALMKOPA_01379	CDS	budC	1.1.1.304	Diacetyl reductase [(S)-acetoin forming]
PALMKOPA_01380	CDS	hypothetical protein		
PALMKOPA_01381	CDS	gmuE	2.7.1.4	Putative fructokinase
PALMKOPA_01382	CDS	mepA_2	Multidrug export protein MepA	
PALMKOPA_01383	CDS	nrgA	Ammonium transporter NrgA	
PALMKOPA_01384	CDS	hypothetical protein		
PALMKOPA_01385	CDS	ecfA1_2	3.6.3.-	Energy-coupling factor transporter ATP-binding protein EcfA1
PALMKOPA_01386	CDS	lsrC	Autoinducer 2 import system permease protein LsrC	
PALMKOPA_01387	CDS	hypothetical protein		
PALMKOPA_01388	CDS	uup	ABC transporter ATP-binding protein uup	
PALMKOPA_01389	CDS	nrnB	3.1.-.-	Oligoribonuclease NrnB
PALMKOPA_01390	CDS	hypothetical protein		
PALMKOPA_01391	CDS	yciB	2.-.-.-	"Putative L,D-transpeptidase YciB"
PALMKOPA_01392	CDS	Putative NrdI-like protein		
PALMKOPA_01393	CDS	nrdE1	1.17.4.1	Ribonucleoside-diphosphate reductase subunit alpha 1
PALMKOPA_01394	CDS	nrdF_2	1.17.4.1	Ribonucleoside-diphosphate reductase 2 subunit beta
PALMKOPA_01395	CDS	nrdF_3	1.17.4.1	Ribonucleoside-diphosphate reductase 2 subunit beta
PALMKOPA_01396	CDS	hypothetical protein		
PALMKOPA_01397	CDS	ppaX	3.6.1.1	Pyrophosphatase PpaX
PALMKOPA_01398	CDS	fpaP	3.4.11.5	Proline iminopeptidase
PALMKOPA_01399	CDS	patB	4.4.1.8	Cystathionine beta-lyase PatB
PALMKOPA_01400	CDS	cbh	3.5.1.24	Choloylglycine hydrolase
PALMKOPA_01401	CDS	xerS	Tyrosine recombinase XerS	
PALMKOPA_01402	CDS	hypothetical protein		
PALMKOPA_01403	CDS	icd	1.1.1.42	Isocitrate dehydrogenase [NADP]
PALMKOPA_01404	CDS	pdxK_2	2.7.1.35	Pyridoxine kinase
PALMKOPA_01405	CDS	hmpT	Thiamine precursor transporter HmpT	
PALMKOPA_01406	CDS	yvgN_2	1.1.1.-	Glyoxal reductase
PALMKOPA_01407	CDS	hypothetical protein		
PALMKOPA_01408	CDS	hypothetical protein		
PALMKOPA_01409	CDS	hypothetical protein		
PALMKOPA_01410	CDS	hypothetical protein		
PALMKOPA_01411	CDS	nlhH_3	3.1.1.1	Carboxylesterase NlhH
PALMKOPA_01412	CDS	hypothetical protein		
PALMKOPA_01413	CDS	hypothetical protein		
PALMKOPA_01414	CDS	hypothetical protein		
PALMKOPA_01415	CDS	vioD_2	4.2.1.145	Capreomycidine synthase
PALMKOPA_01416	CDS	1.5.1.49	Delta(1)-pyrroline-2-carboxylate reductase	
PALMKOPA_01417	CDS	ygcS	Inner membrane metabolite transport protein YgcS	
PALMKOPA_01418	CDS	pyrE_2	2.4.2.10	Orotate phosphoribosyltransferase
PALMKOPA_01419	CDS	hypothetical protein		
PALMKOPA_01420	CDS	lacA_2	2.3.1.18	Galactoside O-acetyltransferase
PALMKOPA_01421	CDS	lacA_3	2.3.1.18	Galactoside O-acetyltransferase
PALMKOPA_01422	CDS	lacA_4	2.3.1.18	Galactoside O-acetyltransferase
PALMKOPA_01423	CDS	gspB	Platelet binding protein GspB	
PALMKOPA_01424	CDS	nylA	3.5.2.12	6-aminohexanoate-cyclic-dimer hydrolase
PALMKOPA_01425	CDS	hypothetical protein		
PALMKOPA_01426	CDS	hypothetical protein		
PALMKOPA_01427	CDS	hypothetical protein		
PALMKOPA_01428	CDS	3.4.13.-	Putative dipeptidase	
PALMKOPA_01429	CDS	rlmL	2.1.1.173	Ribosomal RNA large subunit methyltransferase L
PALMKOPA_01430	CDS	rppH	3.6.1.-	RNA pyrophosphohydrolase
PALMKOPA_01431	CDS	hypothetical protein		
PALMKOPA_01432	CDS	tetO	Tetracycline resistance protein TetO	
PALMKOPA_01433	CDS	gpsB	Cell cycle protein GpsB	
PALMKOPA_01434	CDS	hypothetical protein		
PALMKOPA_01435	CDS	recU	3.1.22.-	Holliday junction resolvase RecU
PALMKOPA_01436	CDS	ponA	Penicillin-binding protein 1A	
PALMKOPA_01437	CDS	yicL_2	putative inner membrane transporter YicL	
PALMKOPA_01438	CDS	gpr	1.1.1.-	L-glyceraldehyde 3-phosphate reductase
PALMKOPA_01439	CDS	npr	1.11.1.1	NADH peroxidase
PALMKOPA_01440	CDS	hypothetical protein		
PALMKOPA_01441	CDS	hypothetical protein		
PALMKOPA_01442	CDS	hypothetical protein		
PALMKOPA_01443	CDS	nhaC	Na(+)/H(+) antiporter NhaC	
PALMKOPA_01444	CDS	hypothetical protein		
PALMKOPA_01445	CDS	3.5.3.18	"N(G),N(G)-dimethylarginine dimethylaminohydrolase"	
PALMKOPA_01446	CDS	proX	Prolyl-tRNA editing protein ProX	
PALMKOPA_01447	CDS	mco	1.-.-.-	Multicopper oxidase mco
PALMKOPA_01448	CDS	hypothetical protein		
PALMKOPA_01449	CDS	hypothetical protein		
PALMKOPA_01450	CDS	rebM	2.1.1.164	Demethylrebeccamycin-D-glucose O-methyltransferase
PALMKOPA_01451	CDS	hypothetical protein		
PALMKOPA_01452	CDS	hypothetical protein		
PALMKOPA_01453	CDS	ogt	2.1.1.63	"Methylated-DNA--protein-cysteine methyltransferase, constitutive"
PALMKOPA_01454	CDS	hypothetical protein		
PALMKOPA_01455	CDS	fsr	Fosmidomycin resistance protein	
PALMKOPA_01456	CDS	hosA	Transcriptional regulator HosA	
PALMKOPA_01457	CDS	lytR_1	Transcriptional regulator LytR	
PALMKOPA_01458	CDS	hypothetical protein		
PALMKOPA_01459	CDS	dps	1.16.-.-	DNA protection during starvation protein
PALMKOPA_01460	CDS	wbbD	2.4.1.303	"UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase"
PALMKOPA_01461	CDS	pglC	2.7.8.36	"Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase"
PALMKOPA_01462	CDS	ywqE	3.1.3.48	Tyrosine-protein phosphatase YwqE
PALMKOPA_01463	CDS	ywqD	2.7.10.2	Tyrosine-protein kinase YwqD
PALMKOPA_01464	CDS	cap8A_2	Capsular polysaccharide type 8 biosynthesis protein cap8A	
PALMKOPA_01465	CDS	lytR_2	Transcriptional regulator LytR	
PALMKOPA_01466	CDS	guaB	1.1.1.205	Inosine-5'-monophosphate dehydrogenase
PALMKOPA_01467	CDS	hypothetical protein		
PALMKOPA_01468	CDS	ychF	Ribosome-binding ATPase YchF	
PALMKOPA_01469	CDS	hypothetical protein		
PALMKOPA_01470	CDS	parB	putative chromosome-partitioning protein ParB	
PALMKOPA_01471	CDS	noc	Nucleoid occlusion protein	
PALMKOPA_01472	CDS	rsmG	2.1.1.-	Ribosomal RNA small subunit methyltransferase G
PALMKOPA_01473	CDS	rihC	3.2.-.-	Non-specific ribonucleoside hydrolase RihC
PALMKOPA_01474	CDS	nupG	Purine nucleoside transport protein NupG	
PALMKOPA_01475	CDS	bglY	3.2.1.23	Beta-galactosidase BglY
PALMKOPA_01476	CDS	hypothetical protein		
PALMKOPA_01477	CDS	hypothetical protein		
PALMKOPA_01478	tRNA	tRNA-Arg(tct)		
PALMKOPA_01479	CDS	mtrR	HTH-type transcriptional regulator MtrR	
PALMKOPA_01480	CDS	rplU	50S ribosomal protein L21	
PALMKOPA_01481	CDS	hypothetical protein		
PALMKOPA_01482	CDS	rpmA	50S ribosomal protein L27	
PALMKOPA_01483	CDS	ypdF	3.4.11.-	Aminopeptidase YpdF
PALMKOPA_01484	CDS	Alkaline shock protein 23		
PALMKOPA_01485	CDS	nusB	N utilization substance protein B 	
PALMKOPA_01486	CDS	folD	Bifunctional protein FolD protein	
PALMKOPA_01487	CDS	xseA	3.1.11.6	Exodeoxyribonuclease 7 large subunit
PALMKOPA_01488	CDS	xseB	3.1.11.6	Exodeoxyribonuclease 7 small subunit
PALMKOPA_01489	CDS	2.5.1.10	Farnesyl diphosphate synthase	
PALMKOPA_01490	CDS	tlyA	Hemolysin A	
PALMKOPA_01491	CDS	argR_2	Arginine repressor	
PALMKOPA_01492	CDS	recN	DNA repair protein RecN	
PALMKOPA_01493	CDS	exoA	3.1.11.2	Exodeoxyribonuclease
PALMKOPA_01494	CDS	hypothetical protein		
PALMKOPA_01495	CDS	hypothetical protein		
PALMKOPA_01496	CDS	kgtP	Alpha-ketoglutarate permease	
PALMKOPA_01497	CDS	fepC	Ferric enterobactin transport ATP-binding protein FepC	
PALMKOPA_01498	CDS	isdF	putative heme-iron transport system permease protein IsdF	
PALMKOPA_01499	CDS	isdE_2	High-affinity heme uptake system protein IsdE	
PALMKOPA_01500	CDS	isdC	Iron-regulated surface determinant protein C	
PALMKOPA_01501	CDS	hypothetical protein		
PALMKOPA_01502	CDS	hypothetical protein		
PALMKOPA_01503	CDS	ahpD	1.11.1.15	Alkyl hydroperoxide reductase AhpD
PALMKOPA_01504	CDS	hypothetical protein		
PALMKOPA_01505	CDS	hypothetical protein		
PALMKOPA_01506	CDS	steT	Serine/threonine exchanger SteT	
PALMKOPA_01507	CDS	rplJ	50S ribosomal protein L10	
PALMKOPA_01508	CDS	rplL	50S ribosomal protein L7/L12	
PALMKOPA_01509	CDS	cydA	1.10.3.-	Cytochrome bd ubiquinol oxidase subunit 1
PALMKOPA_01510	CDS	cydB	1.10.3.14	Cytochrome bd-I ubiquinol oxidase subunit 2
PALMKOPA_01511	CDS	cydD	ATP-binding/permease protein CydD	
PALMKOPA_01512	CDS	putative ABC transporter ATP-binding protein		
PALMKOPA_01513	CDS	adhE	Aldehyde-alcohol dehydrogenase	
PALMKOPA_01514	CDS	brnQ_2	Branched-chain amino acid transport system 2 carrier protein	
PALMKOPA_01515	CDS	pepN	3.4.11.2	Aminopeptidase N
PALMKOPA_01516	CDS	adh_2	1.1.1.1	Alcohol dehydrogenase
PALMKOPA_01517	CDS	hypothetical protein		
PALMKOPA_01518	CDS	hypothetical protein		
PALMKOPA_01519	CDS	nfnB_1	1.-.-.-	Nitroreductase NfnB
PALMKOPA_01520	CDS	rihA_2	3.2.-.-	Pyrimidine-specific ribonucleoside hydrolase RihA
PALMKOPA_01521	CDS	hypothetical protein		
PALMKOPA_01522	CDS	allD	1.1.1.350	Ureidoglycolate dehydrogenase (NAD(+))
PALMKOPA_01523	CDS	allC	3.5.3.-	Allantoate amidohydrolase
PALMKOPA_01524	CDS	allB	3.5.2.5	Allantoinase
PALMKOPA_01525	CDS	pucR	Purine catabolism regulatory protein	
PALMKOPA_01526	CDS	pucG_1	2.-.-.-	Purine catabolism protein PucG
PALMKOPA_01527	CDS	pucG_2	2.-.-.-	Purine catabolism protein PucG
PALMKOPA_01528	CDS	pucG_3	2.-.-.-	Purine catabolism protein PucG
PALMKOPA_01529	CDS	1.1.1.-	Putative 2-hydroxyacid dehydrogenase	
PALMKOPA_01530	tRNA	tRNA-Glu(ttc)		
PALMKOPA_01531	tRNA	tRNA-Val(tac)		
PALMKOPA_01532	tRNA	tRNA-Phe(gaa)		
PALMKOPA_01533	tRNA	tRNA-Tyr(gta)		
PALMKOPA_01534	tRNA	tRNA-Trp(cca)		
PALMKOPA_01535	tRNA	tRNA-His(gtg)		
PALMKOPA_01536	tRNA	tRNA-Cys(gca)		
PALMKOPA_01537	tRNA	tRNA-Leu(caa)		
PALMKOPA_01538	CDS	hypothetical protein		
PALMKOPA_01539	CDS	hypothetical protein		
PALMKOPA_01540	CDS	qacC	Quaternary ammonium compound-resistance protein QacC	
PALMKOPA_01541	CDS	artP_1	Arginine-binding extracellular protein ArtP	
PALMKOPA_01542	CDS	artQ	Arginine transport system permease protein ArtQ	
PALMKOPA_01543	CDS	nrdD	1.17.4.2	Anaerobic ribonucleoside-triphosphate reductase
PALMKOPA_01544	CDS	nrdG	1.97.1.-	Anaerobic ribonucleoside-triphosphate reductase-activating protein
PALMKOPA_01545	CDS	hypothetical protein		
PALMKOPA_01546	CDS	pucK_2	Uric acid permease PucK	
PALMKOPA_01547	CDS	adh_3	1.1.1.80	NADP-dependent isopropanol dehydrogenase
PALMKOPA_01548	CDS	hypothetical protein		
PALMKOPA_01549	CDS	3.1.2.-	putative acyl-CoA thioester hydrolase	
PALMKOPA_01550	CDS	Acid shock protein		
PALMKOPA_01551	CDS	hypothetical protein		
PALMKOPA_01552	CDS	yueB	ESX secretion system protein YueB	
PALMKOPA_01553	CDS	hypothetical protein		
